AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,PM10,PM2.5,RH,SO2
31,1.7,0.22,0.04,1.13,7.29,8.45,79.56,41.7,69,3.3
30,1.7,0.23,0.09,1.15,8.7,9.75,74,50.8,71,2.9
29,1.7,0.22,0.06,1.1,6.9,8.1,89,58.6,72,2.5
28,1.7,0.35,0.11,1,11,12,97,40.4,75,2.3
28,1.7,0.26,0.09,1.1,8.8,9.9,92,27.4,77,2.5
27,1.7,0.3,0.1,1,10,11,83,23.5,79,2.9
27,1.8,0.39,0.15,1.7,17,18,87,31.3,80,3.8
26,1.8,0.39,0.16,3.2,22,25,83,39.1,81,3.7
26,1.8,0.34,0.18,8.7,21,30,85,32.6,82,3.2
25,1.8,0.35,0.16,20,26,46,76,37.8,84,3.7
25,1.8,0.31,0.15,12,21,33,79,31.3,85,3.2
25,1.9,0.32,0.21,6.2,23,29,64,36.5,86,3.1
24,1.9,0.33,0.17,23,24,47,88,40.4,87,2.8
24,1.9,0.32,0.17,7.9,20,28,82,54.7,87,2.7
24,1.9,0.34,0.24,4.6,18,23,91,48.2,87,2.7
24,2.1,0.36,0.27,6.1,18,24,61,40.4,89,2.8
24,2,0.47,0.21,14,19,33,55,31.3,89,3.3
25,2,0.61,0.24,27,19,45,63,36.5,86,4.8
26,1.9,0.47,0.19,12,16,28,65,40.4,80,6.3
28,1.8,0.42,0.17,6,15,21,80,44.3,75,4.1
29,1.8,0.37,0.17,4.2,12,17,74,58.6,72,3
30,1.7,0.28,0.07,3.4,5.5,8.9,74,59.9,69,2.3
30,1.7,0.27,0.05,1.75,7.44,9.08,74,69,67,2.2
31,1.7,0.26,0.05,0.9,5.4,6.3,76,65.1,65,2.3
31,1.7,0.24,0.04,1.9,5.4,7.3,83,70.3,64,1.8
31,1.7,0.25,0.05,1.5,5.3,6.8,93,58.6,66,1.8
30,1.7,0.26,0.09,1.7,7.2,8.9,100,59.9,71,1.9
29,1.7,0.34,0.14,1.2,9.7,11,105,52.1,74,2.1
28,1.8,0.35,0.11,1.3,9.8,11,108,50.8,78,2.1
27,1.8,0.33,0.1,1.2,9.6,11,110,54.7,81,2.5
27,1.8,0.49,0.15,1.5,17,19,111,54.7,83,3.4
26,1.8,0.57,0.16,3.3,22,26,98,54.7,84,3.8
26,1.8,0.54,0.15,2.6,23,25,94,48.2,85,3.6
26,1.8,0.53,0.19,2.7,23,26,80,54.7,86,3.2
26,1.9,0.49,0.18,2.8,23,26,77,58.6,87,3
26,1.9,0.51,0.23,4.4,25,29,68,56,88,2.9
25,2.1,0.47,0.17,4.5,23,28,66,61.2,89,2.9
25,2.2,0.46,0.2,4.9,22,27,63,54.7,89,3.1
25,2.2,0.42,0.27,5.1,20,25,57,52.1,90,2.4
25,2.3,0.47,0.3,7.7,19,27,64,48.2,91,2.6
25,2.3,0.57,0.36,16,20,36,66,59.9,91,3.3
25,2.2,0.64,0.26,17,21,38,77,74.2,89,4.4
27,1.9,0.56,0.19,7.2,19,26,86,76.8,82,5.1
29,1.9,0.48,0.16,3.9,16,20,97,80.7,76,5.6
30,1.8,0.44,0.12,2.2,14,16,101,85.9,70,4.2
31,1.8,0.41,0.11,1.7,11,12,94,80.7,65,3.5
32,1.7,0.25,0.03,1.4,4,5.3,75,72.9,58,1.9
32,1.7,0.21,0.02,1,2.8,3.8,60,44.3,58,1.7
32,1.7,0.21,0.02,0.9,2.8,3.7,46,40.4,58,1.8
31,1.7,0.29,0.06,1.5,5.6,7.1,50,36.5,64,2.8
30,1.7,0.36,0.06,1.2,8,9.2,58,56,74,5.4
29,1.6,0.25,0.04,1.1,7.5,8.6,66,53.4,82,4.5
28,1.7,0.25,0.03,1.4,8,9.4,65,41.7,83,4
28,1.7,0.39,0.1,0.9,9.7,11,57,37.8,83,3
28,1.7,0.47,0.25,1.3,14,15,58,33.9,81,3.1
28,1.8,0.52,0.37,1.7,22,24,71,56,84,4.7
27,1.8,0.59,0.31,1.8,22,24,78,57.3,85,5.1
27,2,0.56,0.41,1.6,21,23,83,58.6,87,5.2
27,1.9,0.5,0.74,1.4,18,19,84,50.8,86,4.9
27,1.9,0.49,0.58,1.2,16,17,93,58.6,87,3.5
26,2.1,0.48,0.33,1,14,15,93,59.9,89,2.6
26,2.1,0.51,0.33,1.8,14,16,86,57.3,90,2.6
26,2.2,0.51,0.25,2.2,14,16,81,50.8,91,2.9
26,2.1,0.45,0.3,2.8,18,21,86,58.6,91,2.6
26,2,0.49,0.29,3.4,13,16,81,65.1,90,3
27,2,0.66,0.39,5.5,17,22,84,65.1,86,3.7
28,1.9,0.61,0.22,4.2,15,19,79,75.5,80,3.6
30,1.8,0.59,0.18,2.7,13,16,89,85.9,72,4.6
31,1.8,0.45,0.11,2,9.2,11,87,93.7,72,4
31,1.8,0.41,0.08,2.1,7.8,9.9,84,85.9,70,3.7
31,1.7,0.28,0.03,2.3,6,8.3,75,70.3,69,3.8
32,1.7,0.24,0.02,2.2,4.1,6.3,65,61.2,67,2.9
32,1.6,0.21,0.02,2.5,4.8,7.3,55,44.3,66,2.5
31,1.6,0.2,0.02,2.5,5.2,7.7,46,41.7,67,2
31,1.7,0.22,0.02,1.8,5.5,7.3,51,33.9,73,3.1
29,1.6,0.22,0.02,2.4,6.1,8.5,54,39.1,79,3.5
29,1.6,0.21,0.02,2,6.3,8.3,60,31.3,80,2.7
28,1.6,0.18,0,2.5,6.1,8.6,55,27.4,81,4
28,1.7,0.24,0.04,2,7.2,9.2,52,26.1,83,2.8
28,1.7,0.24,0.04,2.2,8.5,11,48,43,85,2.3
27,1.7,0.23,0.05,1.9,7.8,9.6,46,36.5,87,2
27,1.7,0.24,0.05,2.2,7.5,9.8,46,26.1,88,1.8
27,1.7,0.17,0.04,2.3,5.1,7.4,51,19.6,87,2.1
27,1.7,0.24,0.12,2.3,7.9,10,43,19.6,89,2.8
27,1.9,0.31,0.08,2.3,12,14,47,31.3,90,3
27,2.1,0.28,0.09,1.7,10,12,48,33.9,91,2.7
26,2.3,0.29,0.15,2.3,12,14,63,36.5,92,2.6
26,2.4,0.42,0.39,3,17,20,64,46.9,92,3.3
26,2.2,0.48,0.16,5,18,23,74,41.7,92,4.3
27,2.2,0.66,0.19,6.4,17,24,87,72.9,90,3.5
27,2,0.47,0.13,4.9,14,19,98,67.7,88,2.9
28,1.9,0.5,0.18,3.7,15,19,107,84.6,82,3.7
30,1.9,0.43,0.18,2.4,10,13,103,83.3,74,4.1
32,1.9,0.36,0.08,1.7,6.5,8.2,104,87.2,68,4
32,1.7,0.28,0.03,1.7,5.1,6.8,95,79.4,68,4.2
32,1.7,0.24,0.04,1.4,4.4,5.8,79,59.9,68,3.6
31,1.7,0.23,0.03,1.8,3.9,5.7,73,52.1,73,3.9
31,1.7,0.33,0.05,1.6,5.1,6.7,62,56,72,4.2
30,1.7,0.26,0.1,1.7,7.5,9.2,65,52.1,74,3.4
29,1.6,0.3,0.07,1.7,5.6,7.4,56,48.2,76,3
29,1.6,0.28,0.08,1.7,7.9,9.6,47,36.5,78,3.5
29,1.6,0.24,0.05,1.6,5.5,7.1,45,27.4,79,3.3
29,1.6,0.3,0.07,1.8,6,7.8,45,24.8,80,3.2
29,1.6,0.22,0.04,1.6,6.4,8,46,23.5,80,4.5
29,1.6,0.19,0.03,1.8,6.3,8.1,45,31.3,79,4.3
29,1.6,0.16,0.02,1.5,3.6,5.1,41,22.2,78,3.3
28,1.6,0.12,0,1.9,2.5,4.4,45,19.6,84,2.9
28,1.6,0.13,0.01,1.7,3.8,5.5,45,9.2,84,1.9
28,1.9,0.23,0.09,1.6,11,13,41,23.5,86,2.6
27,2,0.27,0.1,1.5,21,22,42,22.2,86,2.4
27,2,0.27,0.14,2.2,25,27,41,26.1,86,3.2
28,1.9,0.31,0.14,2.7,25,28,49,32.6,84,4.2
28,1.9,0.43,0.32,6.9,23,30,53,41.7,82,5.9
29,1.7,0.51,0.23,5.6,16,22,50,52.1,77,3.7
30,1.7,0.29,0.09,2.9,8.6,11,45,37.8,71,2.5
31,1.7,0.23,0.08,1.8,7.1,9,39,24.8,68,2
31,1.7,0.19,0.07,1.8,6.4,8.1,39,17,69,1.8
31,1.6,0.14,0.04,1.6,4.7,6.3,47,26.1,69,2.1
31,1.6,0.15,0.02,2.3,5.2,7.4,46,22.2,73,2.9
30,1.7,0.16,0.1,1.4,5.1,6.5,47,28.7,76,2.2
30,1.6,0.21,0.01,1.89,8.11,10.11,50.13,32.444,76,3.73
30,1.7,0.2,0.05,2,9.7,12,52,28.7,79,4.2
29,1.6,0.22,0.05,1.5,10,12,60,37.8,79,4.2
29,1.7,0.32,0.08,1.3,11,13,70,50.8,81,4.4
28,1.7,0.3,0.06,0.8,9.1,9.9,66,40.4,83,3.6
28,1.7,0.3,0.06,1.2,7.5,8.6,59,52.1,83,3.1
28,1.7,0.26,0.05,1.1,5.9,7,54,37.8,83,3.5
28,1.7,0.29,0.11,0.8,7.8,8.6,50,46.9,84,3.3
28,1.7,0.25,0.07,1,6.3,7.3,53,26.1,84,2.6
28,1.7,0.21,0.05,0.8,7.8,8.6,43,23.5,85,2.7
28,1.7,0.16,0.04,0.9,4.9,5.9,36,10.5,86,1.3
27,1.7,0.15,0.04,0.8,5.9,6.7,28,17,87,2.4
27,1.8,0.19,0.16,1.3,7.2,8.5,34,13.1,88,2.7
27,2.1,0.38,0.4,2.6,24,26,44,31.3,91,4
27,2.1,0.36,0.6,1.6,22,23,59,43,90,5.4
26,2.1,0.33,0.53,3,19,22,65,44.3,90,4.1
26,2,0.37,0.61,7.1,16,24,64,30,87,4.1
28,1.8,0.57,0.27,5.6,17,23,62,32.6,82,5.5
29,1.8,0.61,0.37,5.2,18,23,67,41.7,78,4.9
30,1.8,0.59,0.33,2.5,18,20,65,56,72,4.5
31,1.7,0.32,0.16,1.6,11,13,71,50.8,68,3.9
31,1.6,0.28,0.02,1.62,7.43,9,70.1,56.26,70,3.68
31,1.82,0.14,0.11,1.35,7.53,8.74,46,44.3,68,3.8
31,1.6,0.15,0.01,0,3.8,3.9,41,33.9,69,2.6
32,1.6,0.15,0.02,0.4,4.5,4.9,33,37.8,70,3
31,1.6,0.16,0.02,0.5,5.2,5.7,53,50.8,72,3.1
30,1.6,0.17,0.02,0.2,4.5,4.7,56,46.9,75,3.1
29,1.7,0.31,0.07,0.5,7.8,8.3,67,48.2,78,3.2
29,1.7,0.32,0.1,0,9.1,9.1,72,45.6,81,3.2
28,1.7,0.23,0.07,0.3,7.7,8,74,58.6,82,3.7
28,1.7,0.28,0.14,0.1,9.6,9.7,67,44.3,83,4.5
28,1.7,0.39,0.16,0.3,14,14,64,33.9,85,5.3
28,1.8,0.4,0.15,0.3,16,16,60,36.5,86,4.1
27,1.9,0.28,0.11,0.2,14,14,52,36.5,87,3.7
27,2,0.29,0.1,0.3,12,13,59,43,86,2.7
27,2,0.27,0.1,0.1,12,12,59,36.5,85,2.5
27,2.1,0.28,0.22,0.5,13,13,73,43,85,2.6
27,2.2,0.33,0.27,1.8,21,23,63,52.1,86,3.3
27,2.2,0.33,0.18,2,25,27,79,54.7,87,3.5
27,2.2,0.36,0.19,2.4,22,24,83,66.4,87,3.7
27,2.2,0.44,0.25,5.1,25,31,94,61.2,84,4.6
28,2,0.43,0.25,3.5,15,19,85,67.7,82,4.5
29,1.8,0.38,0.13,3.5,12,15,77,54.7,82,4
29,1.8,0.38,0.21,2.3,14,16,76,54.7,79,4.3
30,1.8,0.49,0.33,3,18,21,87,57.3,76,4.7
31,1.7,0.35,0.16,2.1,12,14,87,61.2,73,3.4
31,1.7,0.25,0.05,1.9,6.7,8.6,84,48.2,72,2.8
30,1.7,0.28,0.15,1.9,9.7,12,68,46.9,72,3.9
31,1.8,0.5,0.38,2.2,21,24,85,67.7,75,4.7
31,1.8,0.41,0.2,2.2,15,17,93,88.5,73,4.1
31,1.7,0.38,0.21,2,15,17,102,93.7,71,3.2
31,1.8,0.7,0.4,1.8,23,24,83,74.2,71,2.9
30,1.8,0.63,0.33,1.4,20,21,78,61.2,71,2.5
30,1.8,0.88,0.46,1,28,29,73,53.4,74,2.5
29,1.9,0.96,0.47,2.4,30,32,76,58.6,78,2.9
29,2,1,0.59,6.1,30,36,73,66.4,81,3.2
29,2,0.94,0.89,8.6,31,40,85,75.5,80,4.6
28,2,0.73,0.49,2.2,23,25,83,80.7,82,3.2
28,2,0.52,0.4,2.4,18,20,82,84.6,86,2.9
27,2,0.38,0.23,2.4,11,14,65,58.6,86,2.1
28,1.9,0.36,0.5,1.8,16,17,60,53.4,84,3.8
27,1.9,0.29,0.42,1.9,13,15,49,36.5,85,2.7
27,1.9,0.24,0.15,1,9.1,10,47,36.5,86,1.7
27,1.8,0.23,0.23,2.1,9.5,12,36,23.5,85,1.8
27,1.8,0.28,0.17,4.5,12,16,36,10.5,82,2
28,1.8,0.62,0.26,16,16,32,41,22.2,79,2.5
29,1.7,0.54,0.45,14,18,31,46,14.4,74,4.2
30,1.7,0.31,0.45,7.7,13,20,48,24.8,69,3.3
32,1.6,0.25,0.34,5.2,11,16,52,11.8,66,3.1
33,1.6,0.27,0.5,4.8,11,16,71,13.1,61,3.7
33,1.6,0.28,0.22,3,8,11,84,9.2,61,3.3
33,1.6,0.27,0.41,4,9.7,14,75,18.3,60,4.2
32,1.7,0.22,0.37,3.8,11,15,57,22.2,64,4.5
30,1.6,0.26,0.29,3.8,11,14,41,22.2,75,3.4
29,1.6,0.31,0.38,4.2,13,17,41,13.1,84,2.6
28,1.6,0.45,0.45,5,13,18,37,9.2,85,2.8
29,1.7,0.52,0.71,5,19,24,38,18.3,82,6
29,1.7,0.51,0.65,6.3,22,28,39,19.6,81,6
29,1.7,0.39,0.36,3.8,18,22,48,33.9,79,4
29,1.7,0.28,0.34,1.5,12,14,49,30,76,3.6
29,1.7,0.27,0.23,1.3,11,12,43,33.9,78,3
29,1.7,0.26,0.37,1.3,11,12,36,26.1,76,3.5
29,1.7,0.19,0.37,1.2,7.4,8.6,24,14.4,74,3.9
29,1.7,0.21,0.51,1.1,8.3,9.3,26,19.6,73,4.7
29,1.7,0.18,0.23,0.9,11,12,32,14.4,82,6.2
29,1.7,0.2,0.25,2,7.8,9.9,36,23.5,83,6.4
29,1.7,0.17,0.22,1.9,8.4,10,33,7.9,82,6.4
29,1.7,0.13,0.19,1.7,10,12,25,13.1,83,6.8
29,1.7,0.19,0.1,3.5,6.8,10,33,7.9,86,3
29,1.6,0.24,0.09,4.2,5.8,10,38,14.4,83,3.9
30,1.6,0.26,0.12,4.6,6.3,11,46,9.2,77,2.5
31,1.6,0.23,0.09,4.4,6.6,11,40,10.5,76,2.6
32,1.6,0.21,0.16,5.1,7.6,13,38,13.1,71,3
32,1.6,0.31,0.08,8.9,9.5,18,30,14.4,70,8.9
31,1.6,0.17,0.03,2,3.8,5.8,30,14.4,75,2
31,1.6,0.19,0.06,2.8,4.8,7.6,28,13.1,72,3.2
32,1.6,0.25,0.1,4.7,8.1,13,31,14.4,67,6.2
31,1.6,0.26,0.16,4.1,8.7,13,32,15.7,69,4.6
31,1.6,0.25,0.11,2.6,6.4,8.9,31,11.8,71,1.9
30,1.7,0.27,0.07,1.5,5.8,7.2,26,11.8,75,1.8
29,1.6,0.24,0.04,1.9,7.1,9,18,10.5,78,3.1
29,1.7,0.27,0.06,1.4,8.6,9.9,20,9.2,78,2.5
29,1.7,0.26,0.06,1.9,7.9,9.8,21,13.1,79,2.7
29,1.7,0.3,0.08,2,7.6,9.6,28,10.5,81,2.4
29,1.7,0.33,0.35,2,10,12,25,10.5,84,3.4
28,1.7,0.29,0.29,2.2,10,13,30,11.8,85,4
28,1.7,0.29,0.32,1.6,11,13,30,10.5,86,3.6
28,1.8,0.27,0.22,2.1,13,15,29,18.3,87,4
27,2.1,0.38,0.32,5.4,18,24,23,15.7,90,3.1
28,2.1,0.38,0.33,2.7,19,21,27,24.8,89,3.4
28,1.9,0.27,0.27,1.2,17,18,31,22.2,89,4.4
27,1.9,0.3,0.18,2.8,14,17,37,27.4,89,2.9
27,2,0.39,0.34,5.8,13,18,38,26.1,88,3.2
28,1.8,0.36,0.26,4.8,11,16,41,27.4,84,3.8
29,1.7,0.2,0.06,1.8,5.6,7.4,38,28.7,79,3.1
30,1.7,0.17,0.04,1.6,5.6,7.2,33,23.5,77,2.7
31,1.6,0.12,0,1.1,3.1,4.2,26,22.2,73,2.1
32,1.6,0.11,0,0.4,2.7,3,20,22.2,71,2.2
32,1.6,0.1,-0.01,0.6,2.5,3.2,18,22.2,69,2.1
32,1.6,0.12,-0.01,0.5,1.9,2.3,20,19.6,62,1.6
32,1.7,0.15,0,0.8,3.1,4,26,14.4,60,2
31,1.7,0.14,0.01,0.8,2.2,3,27,17,65,1.5
30,1.7,0.16,0.03,0.1,2.7,2.7,30,15.7,70,1.5
29,1.7,0.19,0.01,0.5,4.1,4.6,25,22.2,77,1.5
29,1.7,0.26,0.05,0.7,6.6,7.3,27,26.1,78,1.9
28,1.7,0.21,0.03,0.8,5.8,6.5,26,26.1,82,1.5
28,1.8,0.2,0.02,0.2,5.3,5.5,27,22.2,82,1.5
28,1.8,0.2,0.03,0.4,4.9,5.3,21,14.4,83,1.4
28,1.8,0.2,0.05,0.4,5.4,5.8,22,17,84,1.4
28,1.9,0.22,0.04,0.3,5.9,6.2,24,19.6,84,1.9
28,2,0.23,0.05,1,7.2,8.2,29,28.7,84,2.3
27,1.9,0.23,0.03,0.6,7,7.7,27,24.8,86,2.1
27,1.9,0.25,0.03,0.1,9.2,9.3,36,36.5,87,2.6
27,1.9,0.31,0.03,1.3,13,14,40,37.8,85,4.5
26,1.9,0.39,0.06,1.4,15,17,46,41.7,86,4.4
26,2,0.45,0.08,2,15,17,50,44.3,86,4.3
26,2,0.45,0.16,5.9,18,24,55,52.1,85,4.3
28,1.9,0.54,0.12,8.6,15,23,56,65.1,79,4.4
29,1.9,0.44,0.08,6.5,11,18,49,57.3,72,4.1
31,1.8,0.32,0.05,4.2,8,12,50,48.2,64,3.5
32,1.7,0.24,0.03,1.9,4.1,6,47,30,60,2.5
33,1.7,0.22,0.03,1.7,3.9,5.6,40,28.7,58,2.6
33,1.7,0.21,0.02,1.3,3.8,5.1,35,30,63,2.6
33,1.7,0.18,0.01,1.2,2.1,3.3,30,30,59,2
33,1.7,0.17,0.03,1.3,2.7,4,37,30,59,2
32,1.7,0.19,0.08,1.3,3,4.3,36,23.5,64,1.9
30,1.7,0.21,0.07,1.5,4.9,6.4,36,37.8,70,2.4
29,1.7,0.26,0.08,1.6,5.9,7.5,47,33.9,77,2.3
28,1.7,0.24,0.04,1.3,6,7.3,52,33.9,81,2
28,1.7,0.23,0.04,1.4,6.2,7.6,50,23.5,83,2.3
28,1.7,0.23,0.05,1.1,6.3,7.4,43,17,84,2.2
28,1.7,0.24,0.08,1.4,7.7,9.1,34,9.2,84,2.8
27,1.7,0.31,0.16,1.4,13,15,46,13.1,84,3.8
27,1.7,0.27,0.09,1,12,13,46,17,85,3.4
27,1.8,0.24,0.13,1.3,14,15,50,22.2,85,3.2
27,1.8,0.21,0.13,0.7,10,11,51,19.6,86,2.8
27,1.9,0.21,0.17,1.6,12,13,51,17,87,3.3
27,2,0.18,0.2,0.4,6.2,6.6,50,15.7,89,2.7
26,2.1,0.2,0.16,0.9,8.6,9.5,46,15.7,89,2.8
26,2.2,0.26,0.12,1.4,16,17,45,18.3,91,2.5
26,2.2,0.45,0.15,7.7,22,30,50,18.3,91,3.5
27,1.9,0.5,0.15,7.2,16,23,54,27.4,88,4.2
28,1.8,0.28,0.05,3,10,13,53,26.1,81,3.6
29,1.8,0.3,0.08,2.4,9.7,12,57,33.9,74,3.3
30,1.8,0.32,0.14,1.3,8.6,9.9,49,31.3,70,3
31,1.8,0.26,0.11,1.2,6.8,8,58,46.9,70,3.7
31,1.7,0.22,0.03,0.6,5,5.5,52,43,70,4
31,1.7,0.21,0.13,1.1,4.1,5.2,54,43,68,4.2
31,1.7,0.19,0.28,1.3,3.8,5,53,37.8,67,4.7
30,1.7,0.18,0.34,1.1,3.5,4.6,53,43,69,3.7
30,1.7,0.21,0.83,1.3,4.1,5.5,47,36.5,71,4.6
29,1.7,0.26,0.74,0.7,6.6,7.3,38,31.3,75,4.5
28,1.7,0.3,0.14,1,9.3,10,35,32.6,79,2.1
28,1.7,0.27,0.12,0.9,6.8,7.7,38,32.6,82,2
28,1.8,0.43,0.15,1.1,12,13,45,36.5,83,2.6
28,1.8,0.48,0.22,0.9,15,15,46,41.7,83,2.7
28,1.8,0.41,0.3,1.1,13,14,47,39.1,83,2.8
27,1.9,0.25,0.17,0.8,7,7.8,41,33.9,85,2.3
27,1.9,0.26,0.22,0.8,7.2,8.1,44,30,86,2.3
27,2,0.3,0.17,0.9,10,11,50,41.7,86,2.9
27,2.1,0.25,0.17,0.9,10,11,59,44.3,86,3.1
27,2.1,0.25,0.12,0.1,16,16,57,45.6,87,2.4
27,2,0.24,0.09,-0.3,12,12,60,37.8,88,2.3
27,2.2,0.33,0.13,2.2,19,21,68,53.4,88,2.8
27,2,0.49,0.19,5.7,19,24,81,56,87,4.8
28,1.9,0.59,0.2,7.7,19,26,81,75.5,83,5.2
29,1.7,0.3,0.09,2.7,12,15,66,54.7,75,4
30,1.7,0.21,0.07,0.8,6.4,7.2,51,44.3,70,3
31,1.7,0.19,0.06,-0.3,5.5,5.2,42,24.8,66,2.6
32,1.7,0.17,0.04,0.1,4,4.2,51,28.7,64,2
32,1.6,0.15,0.01,-0.3,3.2,2.9,46,27.4,62,1.8
32,1.6,0.14,0.01,-0.4,3.2,2.9,38,24.8,63,1.9
32,1.6,0.15,0.09,0.1,4.4,4.4,37,30,64,2
31,1.6,0.15,0.09,-0.1,4.5,4.3,36,19.6,67,2
30,1.6,0.18,0.11,2.64,10.38,13.01,39,24.8,70,1.9
29,1.6,0.24,0.19,-0.3,7.2,6.9,26,17,73,2.1
29,1.7,0.3,0.19,-0.3,10,10,35,24.8,75,2.1
29,1.8,0.28,0.13,1.34,10.87,12.19,34,22.2,74,2.3
28,1.8,0.41,0.16,-0.4,16,15,41,30,75,3.1
28,1.8,0.39,0.13,0.3,19,19,43,36.5,75,2.7
27,1.8,0.39,0.11,0.7,22,23,49,37.8,77,4
27,1.9,0.43,0.16,0.6,24,24,53,45.6,78,3.8
27,2,0.38,0.23,0.3,24,24,50,56,79,2.9
27,2,0.42,0.29,3,29,32,60,61.2,81,3.8
27,2,0.4,0.53,7.5,26,34,72,62.5,83,4.9
27,1.9,0.3,0.63,-0.5,14,14,76,61.2,83,4.7
27,1.9,0.3,0.6,0.3,12,12,66,61.2,84,4.2
27,1.9,0.42,0.48,1.4,19,20,67,53.4,86,5.8
27,1.9,0.44,0.69,6.7,19,26,66,45.6,85,5.2
27,2.1,0.8,0.32,24,21,46,72,52.1,86,3.6
28,1.9,0.65,0.28,12,23,35,59,61.2,80,5.4
30,1.8,0.67,0.41,2.3,24,26,73,72.9,72,8.5
30,1.9,0.68,0.33,0.2,22,22,88,89.8,72,6.7
31,1.9,0.47,0.18,0.1,13,13,109,87.2,71,6
31,1.8,0.35,0.11,1.02,10.03,11.09,72.67,73.771,68,5.16
31.3,1.78,0.3,0.09,1.4,9.02,10.37,70,71.6,65.8,4.72
31,1.6,0.18,0.05,1.39,8.06,9.48,58,50.8,67,3.87
31,1.6,0.18,0.09,1.27,7.56,8.69,51,53.4,66,3.2
30,1.7,0.22,0.07,0.4,4.7,5.2,43,36.5,69,2.2
29,1.7,0.34,0.25,0.2,9.5,9.7,49,45.6,75,2
28,1.7,0.36,0.21,0.3,10,10,57,45.6,80,2.2
28,1.8,0.42,0.13,0.4,13,13,66,62.5,82,1.7
28,1.8,0.49,0.12,0.6,18,18,63,57.3,79,1.5
27,1.8,0.51,0.14,1.1,21,22,64,61.2,82,2.7
27,1.9,0.47,0.17,0.9,20,21,60,54.7,84,2.6
27,2,0.44,0.18,0.7,21,22,69,69,85,2.9
27,2.2,0.49,0.19,2.6,25,28,72,70.3,85,2.6
26,2.2,0.45,0.23,2.2,23,25,87,74.2,88,2.7
26,2.3,0.43,0.27,2.2,22,24,79,67.7,88,2.2
26,2.4,0.4,0.35,4.5,21,26,85,70.3,89,2.4
26,2.5,0.45,0.38,5.4,19,25,78,84.6,90,2.3
26,2.4,0.5,0.27,7.7,18,26,94,96.3,91,2.4
26,2.3,0.62,0.26,13,19,33,97,98.9,91,2.5
26,2.1,0.96,0.39,16,23,38,125,122.3,88,4.7
27,2.1,0.74,0.3,13,26,38,141,141.8,84,7.6
29,1.9,0.57,0.2,5.7,16,22,137,144.4,76,8.3
30,1.8,0.5,0.16,3.8,11,15,129,137.9,72,5.5
31,1.7,0.38,0.18,2.6,6.8,9.4,113,119.7,67,3.2
31,1.7,0.38,0.11,2.6,4.4,7,60,113.46,68,2.6
31,1.7,0.34,0.38,3,3.2,6.2,58,108.78,69,3
31,1.7,0.3,0.4,2.5,3.6,6.2,87,91.1,66,3
30,1.6,0.3,0.3,3,3.6,6.6,90,95,70,3.2
29,1.6,0.28,0.54,3,4.8,7.8,90,79.4,72,2.7
28,1.7,0.37,0.63,2,8,10,87,74.2,77,2.7
28,1.7,0.43,0.17,2.8,10,13,86,93.7,80,1.7
28,1.7,0.42,0.2,2.8,9.8,13,86,105.4,80,1.8
28,1.8,0.44,0.24,2.8,12,15,90,102.8,81,2.2
27,1.8,0.51,0.21,3,16,19,91,96.3,81,2.3
27,1.8,0.48,0.21,2.5,18,20,91,98.9,82,2.2
27,1.9,0.42,0.21,2.3,13,15,103,118.4,85,2.4
26,1.8,0.41,0.16,2.3,14,16,109,115.8,87,2.5
26,1.8,0.33,0.09,2.5,11,13,114,113.2,88,2.7
26,1.9,0.33,0.1,2.4,9.1,12,101,97.6,88,2.7
26,1.9,0.34,0.17,1.9,6.6,8.5,92,85.9,88,3
27,1.9,0.29,0.19,1.9,6.1,8.1,86,87.2,88,3
26,2,0.37,0.59,1.5,15,16,90,93.7,89,3.1
26,2,0.55,0.71,5.9,24,30,107,109.3,89,5.8
27,1.8,0.58,0.38,7.8,21,29,122,118.4,86,6
29,1.7,0.44,0.17,3.6,12,16,105,105.4,78,3.9
30,1.7,0.36,0.13,2.6,8.1,11,93,98.9,71,3
30,1.7,0.33,0.19,2.4,5.9,8.2,76,72.9,67,3
30,1.7,0.35,0.19,2.4,5.5,7.9,92,89.8,69,3.1
31,1.8,0.36,0.08,2.2,5.6,7.8,93,91.1,69,2.6
31,1.7,0.34,0.18,2.1,5.5,7.7,95,97.6,66,2.9
31,1.7,0.29,0.46,2.1,4,6.2,93,82,65,2.8
30,1.7,0.28,0.2,2,4.4,6.5,102,70.3,67,2.6
29,1.7,0.3,0.06,2.4,5.4,7.8,109,67.7,70,2.3
28,1.7,0.4,0.09,2.1,11,13,130,59.9,73,3
27,1.7,0.48,0.11,2.7,16,18,139,54.7,76,3.7
26,1.7,0.45,0.09,2.1,14,16,145,44.3,78,3.5
25,1.7,0.37,0.08,2.4,13,15,113,36.5,78,2.2
25,1.7,0.32,0.09,2.1,10,12,79,33.9,79,1.9
25,1.8,0.32,0.07,2.5,9.1,12,44,30,80,1.7
24,1.8,0.35,0.07,1.5,9.8,11,35,24.8,80,1.9
24,1.8,0.33,0.06,2,10,12,25,22.2,81,2.1
24,1.8,0.33,0.06,2.1,11,13,32,10.5,81,2.8
24,1.8,0.29,0.05,2.1,8,10,29,18.3,80,2.4
24,1.8,0.25,0.05,2.1,7.1,9.2,31,15.7,80,2.1
24,1.8,0.26,0.05,2,8.3,10,24,23.5,80,2.2
24,1.8,0.27,0.08,2.1,10,12,28,11.8,80,2.4
24,1.8,0.26,0.05,2.7,10,13,31,10.5,77,2.6
